  -50.00000000  4116.78300000
  -49.00000000  4473.47300000
  -48.00000000  4741.74100000
  -47.00000000  4939.94000000
  -46.00000000  5514.51400000
  -45.00000000  5712.71200000
  -44.00000000  6257.25700000
  -43.00000000  7006.00600000
  -42.00000000  7496.49600000
  -41.00000000  8306.30500000
  -40.00000000  9270.27000000
  -39.00000000 10273.27300000
  -38.00000000 11359.35900000
  -37.00000000 12478.47800000
  -36.00000000 13260.26000000
  -35.00000000 14375.37500000
  -34.00000000 15504.50300000
  -33.00000000 16459.45900000
  -32.00000000 16733.73300000
  -31.00000000 17055.05500000
  -30.00000000 17690.69000000
  -29.00000000 17686.68700000
  -28.00000000 17742.74200000
  -27.00000000 18015.01400000
  -26.00000000 18275.27500000
  -25.00000000 17945.94500000
  -24.00000000 18006.00500000
  -23.00000000 17756.75500000
  -22.00000000 17815.81400000
  -21.00000000 17589.58900000
  -20.00000000 17655.65400000
  -19.00000000 17289.28900000
  -18.00000000 16749.74900000
  -17.00000000 16823.82300000
  -16.00000000 16639.63800000
  -15.00000000 16770.77000000
  -14.00000000 16523.52300000
  -13.00000000 16475.47500000
  -12.00000000 16562.56200000
  -11.00000000 15946.94600000
  -10.00000000 16046.04500000
   -9.00000000 16080.07900000
   -8.00000000 16008.00800000
   -7.00000000 15844.84400000
   -6.00000000 15525.52400000
   -5.00000000 15621.62100000
   -4.00000000 15450.45000000
   -3.00000000 15453.45200000
   -2.00000000 15724.72400000
   -1.00000000 15545.54500000
    0.00000000 15605.60500000
    1.00000000 15513.51300000
    2.00000000 15510.51000000
    3.00000000 15231.23100000
    4.00000000 15536.53500000
    5.00000000 15693.69300000
    6.00000000 15690.69000000
    7.00000000 15525.52400000
    8.00000000 16100.09900000
    9.00000000 16076.07600000
   10.00000000 16098.09800000
   11.00000000 16547.54800000
   12.00000000 16589.58900000
   13.00000000 16727.72700000
   14.00000000 16880.88000000
   15.00000000 17427.42600000
   16.00000000 17607.60600000
   17.00000000 18021.02000000
   18.00000000 18057.05600000
   19.00000000 18827.82700000
   20.00000000 19075.07400000
   21.00000000 19340.33900000
   22.00000000 19587.58600000
   23.00000000 19773.77200000
   24.00000000 19869.86800000
   25.00000000 19425.42400000
   26.00000000 19143.14200000
   27.00000000 18987.98700000
   28.00000000 17942.94300000
   29.00000000 17107.10600000
   30.00000000 16246.24600000
   31.00000000 15104.10300000
   32.00000000 14562.56200000
   33.00000000 13275.27500000
   34.00000000 12576.57600000
   35.00000000 11888.88900000
   36.00000000 10963.96300000
   37.00000000 10460.46000000
   38.00000000  9713.71300000
   39.00000000  9104.10400000
   40.00000000  8414.41400000
   41.00000000  8111.11000000
   42.00000000  7647.64700000
   43.00000000  7167.16700000
   44.00000000  6725.72500000
   45.00000000  6368.36800000
   46.00000000  5932.93300000
   47.00000000  5585.58500000
   48.00000000  5229.22900000
   49.00000000  4997.99800000
   50.00000000  4817.81700000
