  -20.00000000  4257.18100000
  -19.00000000  4845.69100000
  -18.00000000  5855.71100000
  -17.00000000  6657.31400000
  -16.00000000  7709.41800000
  -15.00000000  8653.30700000
  -14.00000000  9971.94300000
  -13.00000000 11214.42800000
  -12.00000000 13448.89700000
  -11.00000000 15222.44400000
  -10.00000000 17659.31800000
   -9.00000000 20653.30600000
   -8.00000000 24182.36400000
   -7.00000000 28162.32400000
   -6.00000000 32174.34500000
   -5.00000000 36486.97100000
   -4.00000000 40314.62700000
   -3.00000000 43961.92300000
   -2.00000000 46238.47400000
   -1.00000000 47955.91100000
    0.00000000 48266.53100000
    1.00000000 47436.87200000
    2.00000000 45625.25000000
    3.00000000 42434.86600000
    4.00000000 38615.22900000
    5.00000000 34949.90000000
    6.00000000 30979.95800000
    7.00000000 27585.16900000
    8.00000000 23208.41500000
    9.00000000 19629.25800000
   10.00000000 15959.91900000
   11.00000000 12877.75500000
   12.00000000 10110.22000000
   13.00000000  8322.64500000
   14.00000000  7038.07600000
   15.00000000  5591.18200000
   16.00000000  4619.23800000
   17.00000000  3907.81600000
   18.00000000  3288.57700000
   19.00000000  2919.83900000
   20.00000000  2484.30200000
