  -40.00000000   220.44100000
  -39.00000000   204.40900000
  -38.00000000   262.52500000
  -37.00000000   280.56100000
  -36.00000000   346.69300000
  -35.00000000   334.66900000
  -34.00000000   430.86200000
  -33.00000000   557.11400000
  -32.00000000   681.36300000
  -31.00000000   809.61900000
  -30.00000000  1014.02800000
  -29.00000000  1384.76900000
  -28.00000000  1831.66300000
  -27.00000000  2352.70500000
  -26.00000000  3116.23200000
  -25.00000000  3727.45500000
  -24.00000000  4587.17400000
  -23.00000000  6008.01600000
  -22.00000000  7088.17600000
  -21.00000000  8494.99000000
  -20.00000000  9679.35800000
  -19.00000000  9619.23800000
  -18.00000000  8855.71100000
  -17.00000000  7621.24200000
  -16.00000000  6114.22800000
  -15.00000000  4865.73100000
  -14.00000000  3663.32700000
  -13.00000000  2915.83100000
  -12.00000000  2150.30000000
  -11.00000000  1547.09400000
  -10.00000000  1350.70100000
   -9.00000000  1006.01200000
   -8.00000000   749.49900000
   -7.00000000   631.26300000
   -6.00000000   428.85800000
   -5.00000000   398.79800000
   -4.00000000   274.54900000
   -3.00000000   320.64100000
   -2.00000000   274.54900000
   -1.00000000   254.50900000
    0.00000000   246.49300000
    1.00000000   202.40500000
    2.00000000   190.38100000
    3.00000000   204.40900000
    4.00000000   184.36900000
    5.00000000   154.30900000
    6.00000000   188.37700000
    7.00000000   204.40900000
    8.00000000   156.31300000
    9.00000000   164.32900000
   10.00000000   164.32900000
   11.00000000   134.26900000
   12.00000000   124.24800000
   13.00000000   134.26900000
   14.00000000   134.26900000
   15.00000000   144.28900000
   16.00000000   140.28100000
   17.00000000   130.26100000
   18.00000000   126.25200000
   19.00000000   126.25200000
   20.00000000   116.23200000
   21.00000000   128.25700000
   22.00000000    88.17600000
   23.00000000   154.30900000
   24.00000000   120.24000000
   25.00000000   116.23200000
   26.00000000    96.19200000
   27.00000000   124.24800000
   28.00000000   134.26900000
   29.00000000   102.20400000
   30.00000000   114.22800000
   31.00000000   122.24400000
   32.00000000   152.30500000
   33.00000000   134.26900000
   34.00000000   106.21200000
   35.00000000   118.23600000
   36.00000000   140.28100000
   37.00000000   116.23200000
   38.00000000   108.21600000
   39.00000000   108.21600000
   40.00000000   124.24800000
