  -20.00000000  4812.95900000
  -19.00000000  5583.16600000
  -18.00000000  6136.27200000
  -17.00000000  7158.31600000
  -16.00000000  7907.81500000
  -15.00000000  8452.90500000
  -14.00000000  9973.94700000
  -13.00000000 11284.56800000
  -12.00000000 12434.86900000
  -11.00000000 14100.20000000
  -10.00000000 16190.37900000
   -9.00000000 18344.68900000
   -8.00000000 20623.24600000
   -7.00000000 23779.55700000
   -6.00000000 26911.82200000
   -5.00000000 30713.42500000
   -4.00000000 35464.93000000
   -3.00000000 39549.09700000
   -2.00000000 44324.64800000
   -1.00000000 49084.16500000
    0.00000000 52505.00600000
    1.00000000 54336.67100000
    2.00000000 53675.34800000
    3.00000000 51464.92900000
    4.00000000 47016.03100000
    5.00000000 41535.06700000
    6.00000000 35661.32200000
    7.00000000 31066.13000000
    8.00000000 26931.86300000
    9.00000000 22679.35800000
   10.00000000 19010.01800000
   11.00000000 15715.43000000
   12.00000000 12727.45500000
   13.00000000 10557.11400000
   14.00000000  9122.24400000
   15.00000000  7851.70300000
   16.00000000  6498.99800000
   17.00000000  5709.41900000
   18.00000000  4785.57100000
   19.00000000  4410.82100000
   20.00000000  3706.07900000
