  -20.00000000  2079.07900000
  -19.00000000  2254.25400000
  -18.00000000  2608.60900000
  -17.00000000  2882.88300000
  -16.00000000  3348.34800000
  -15.00000000  3781.78100000
  -14.00000000  4590.59000000
  -13.00000000  5711.71200000
  -12.00000000  7184.18400000
  -11.00000000  9096.09600000
  -10.00000000 11578.57800000
   -9.00000000 15243.24200000
   -8.00000000 19483.48300000
   -7.00000000 24844.84400000
   -6.00000000 32296.29400000
   -5.00000000 41586.58400000
   -4.00000000 52232.22900000
   -3.00000000 64071.06500000
   -2.00000000 75764.75900000
   -1.00000000 85166.16400000
    0.00000000 90588.58100000
    1.00000000 90923.92300000
    2.00000000 86736.73600000
    3.00000000 79134.12900000
    4.00000000 68717.71700000
    5.00000000 57322.32000000
    6.00000000 45228.22700000
    7.00000000 33474.47400000
    8.00000000 24632.63200000
    9.00000000 17165.16400000
   10.00000000 12053.05200000
   11.00000000  8253.25300000
   12.00000000  5821.82100000
   13.00000000  4010.01000000
   14.00000000  2998.99900000
   15.00000000  2267.26700000
   16.00000000  1798.79900000
   17.00000000  1447.44700000
   18.00000000  1187.18700000
   19.00000000   935.93600000
   20.00000000   876.87700000
