  -30.00000000    11.01100000
  -29.50000000     7.00700000
  -29.00000000     9.00900000
  -28.50000000    16.01600000
  -28.00000000     6.00600000
  -27.50000000     9.00900000
  -27.00000000     7.00700000
  -26.50000000     5.00500000
  -26.00000000    13.01300000
  -25.50000000     9.00900000
  -25.00000000    10.01000000
  -24.50000000    10.01000000
  -24.00000000     8.00800000
  -23.50000000     6.00600000
  -23.00000000    14.01400000
  -22.50000000    11.01100000
  -22.00000000    11.01100000
  -21.50000000    11.01100000
  -21.00000000     8.00800000
  -20.50000000    22.02200000
  -20.00000000    11.01100000
  -19.50000000     9.00900000
  -19.00000000     7.00700000
  -18.50000000     7.00700000
  -18.00000000     7.00700000
  -17.50000000     9.00900000
  -17.00000000     4.00400000
  -16.50000000     6.00600000
  -16.00000000     7.00700000
  -15.50000000     7.00700000
  -15.00000000     6.00600000
  -14.50000000    13.01300000
  -14.00000000    14.01400000
  -13.50000000     7.00700000
  -13.00000000    10.01000000
  -12.50000000     9.00900000
  -12.00000000    14.01400000
  -11.50000000     7.00700000
  -11.00000000    10.01000000
  -10.50000000     9.00900000
  -10.00000000     9.00900000
   -9.50000000     5.00500000
   -9.00000000    11.01100000
   -8.50000000     6.00600000
   -8.00000000     7.00700000
   -7.50000000    10.01000000
   -7.00000000     6.00600000
   -6.50000000     4.00400000
   -6.00000000    15.01500000
