  -20.00000000  2755.75600000
  -18.00000000  3205.20500000
  -16.00000000  3673.67300000
  -14.00000000  4388.38800000
  -12.00000000  5315.31500000
  -10.00000000  6486.48600000
   -8.00000000  8214.21400000
   -6.00000000 10189.18800000
   -4.00000000 12512.51200000
   -2.00000000 14254.25400000
    0.00000000 14856.85700000
    2.00000000 13459.45900000
    4.00000000 11278.27800000
    6.00000000  9069.06800000
    8.00000000  7000.00000000
   10.00000000  5578.57800000
   12.00000000  4596.59600000
   14.00000000  3714.71500000
   16.00000000  3059.05900000
   18.00000000  2522.52200000
   20.00000000  2131.13100000
