  -20.00000000     4.00400000
  -19.00000000     2.00200000
  -18.00000000     3.00300000
  -17.00000000     3.00300000
  -16.00000000     2.00200000
  -15.00000000     3.00300000
  -14.00000000     4.00400000
  -13.00000000     2.00200000
  -12.00000000     4.00400000
  -11.00000000     4.00400000
  -10.00000000     2.00200000
   -9.00000000     7.00700000
   -8.00000000     6.00600000
   -7.00000000     3.00300000
   -6.00000000     3.00300000
   -5.00000000     3.00300000
   -4.00000000     3.00300000
   -3.00000000     4.00400000
   -2.00000000     0.00000000
   -1.00000000     1.00100000
    0.00000000     2.00200000
    1.00000000     4.00400000
    2.00000000     4.00400000
    3.00000000     3.00300000
    4.00000000     8.00800000
    5.00000000     1.00100000
    6.00000000     4.00400000
    7.00000000     3.00300000
    8.00000000     3.00300000
    9.00000000     4.00400000
   10.00000000     3.00300000
   11.00000000     2.00200000
   12.00000000     2.00200000
   13.00000000     1.00100000
   14.00000000     3.00300000
   15.00000000     5.00500000
   16.00000000     3.00300000
   17.00000000     7.00700000
   18.00000000     3.00300000
   19.00000000     0.00000000
   20.00000000     2.00200000
