  -20.00000000     5.00500000
  -19.00000000     0.00000000
  -18.00000000     3.00300000
  -17.00000000     3.00300000
  -16.00000000     3.00300000
  -15.00000000     5.00500000
  -14.00000000     1.00100000
  -13.00000000     4.00400000
  -12.00000000     4.00400000
  -11.00000000     3.00300000
  -10.00000000     5.00500000
   -9.00000000     4.00400000
   -8.00000000     0.00000000
   -7.00000000     4.00400000
   -6.00000000     8.00800000
   -5.00000000    10.01000000
   -4.00000000     8.00800000
   -3.00000000     3.00300000
   -2.00000000     2.00200000
   -1.00000000     4.00400000
    0.00000000     1.00100000
    1.00000000     3.00300000
    2.00000000     2.00200000
    3.00000000     1.00100000
    4.00000000     5.00500000
    5.00000000     6.00600000
    6.00000000     1.00100000
    7.00000000     1.00100000
    8.00000000     5.00500000
    9.00000000     1.00100000
   10.00000000     3.00300000
   11.00000000     1.00100000
   12.00000000     2.00200000
   13.00000000     0.00000000
   14.00000000     3.00300000
   15.00000000     3.00300000
   16.00000000     3.00300000
   17.00000000     2.00200000
   18.00000000     3.00300000
   19.00000000     0.00000000
   20.00000000     6.00600000
